source_desc,sector_desc,group_desc,commodity_desc,class_desc,prodn_practice_desc,util_practice_desc,statisticcat_desc,unit_desc,short_desc,domain_desc,domaincat_desc,agg_level_desc,state_ansi,state_fips_code,state_alpha,state_name,asd_code,asd_desc,county_ansi,county_code,county_name,region_desc,zip_5,watershed_code,watershed_desc,congr_district_code,country_code,country_name,location_desc,year,freq_desc,begin_code,end_code,reference_period_desc,week_ending,load_time,Value,CV (%)
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,PRODUCTION,BU,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,COUNTY,19,19,IA,IOWA,10,NORTHWEST,21.0,21,BUENA VISTA,,,0,,,9000,UNITED STATES,"IOWA, NORTHWEST, BUENA VISTA",2022,ANNUAL,0,0,YEAR,,2023-02-24 15:00:00.000,"31,323,000",2.3
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,PRODUCTION,BU,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,COUNTY,19,19,IA,IOWA,10,NORTHWEST,21.0,21,BUENA VISTA,,,0,,,9000,UNITED STATES,"IOWA, NORTHWEST, BUENA VISTA",2021,ANNUAL,0,0,YEAR,,2023-02-24 15:00:00.000,"32,053,000",1.9
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,PRODUCTION,BU,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,COUNTY,19,19,IA,IOWA,10,NORTHWEST,35.0,35,CHEROKEE,,,0,,,9000,UNITED STATES,"IOWA, NORTHWEST, CHEROKEE",2022,ANNUAL,0,0,YEAR,,2023-02-24 15:00:00.000,"26,997,000",2.6
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,PRODUCTION,BU,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,COUNTY,19,19,IA,IOWA,10,NORTHWEST,41.0,41,CLAY,,,0,,,9000,UNITED STATES,"IOWA, NORTHWEST, CLAY",2022,ANNUAL,0,0,YEAR,,2023-02-24 15:00:00.000,"26,446,000",2.0
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,PRODUCTION,BU,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,COUNTY,19,19,IA,IOWA,10,NORTHWEST,41.0,41,CLAY,,,0,,,9000,UNITED STATES,"IOWA, NORTHWEST, CLAY",2021,ANNUAL,0,0,YEAR,,2023-02-24 15:00:00.000,"28,035,000",2.1
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,PRODUCTION,BU,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,COUNTY,19,19,IA,IOWA,10,NORTHWEST,59.0,59,DICKINSON,,,0,,,9000,UNITED STATES,"IOWA, NORTHWEST, DICKINSON",2022,ANNUAL,0,0,YEAR,,2023-02-24 15:00:00.000,"18,753,000",3.4
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,PRODUCTION,BU,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,COUNTY,19,19,IA,IOWA,10,NORTHWEST,59.0,59,DICKINSON,,,0,,,9000,UNITED STATES,"IOWA, NORTHWEST, DICKINSON",2021,ANNUAL,0,0,YEAR,,2023-02-24 15:00:00.000,"15,975,000",2.6
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,PRODUCTION,BU,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,COUNTY,19,19,IA,IOWA,10,NORTHWEST,63.0,63,EMMET,,,0,,,9000,UNITED STATES,"IOWA, NORTHWEST, EMMET",2022,ANNUAL,0,0,YEAR,,2023-02-24 15:00:00.000,"23,336,000",1.4
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,PRODUCTION,BU,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,COUNTY,19,19,IA,IOWA,10,NORTHWEST,63.0,63,EMMET,,,0,,,9000,UNITED STATES,"IOWA, NORTHWEST, EMMET",2021,ANNUAL,0,0,YEAR,,2023-02-24 15:00:00.000,"19,692,000",1.7
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,PRODUCTION,BU,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,COUNTY,19,19,IA,IOWA,10,NORTHWEST,119.0,119,LYON,,,0,,,9000,UNITED STATES,"IOWA, NORTHWEST, LYON",2022,ANNUAL,0,0,YEAR,,2023-02-24 15:00:00.000,"28,849,000",2.5
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,PRODUCTION,BU,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,COUNTY,19,19,IA,IOWA,10,NORTHWEST,119.0,119,LYON,,,0,,,9000,UNITED STATES,"IOWA, NORTHWEST, LYON",2021,ANNUAL,0,0,YEAR,,2023-02-24 15:00:00.000,"35,430,000",2.0
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,PRODUCTION,BU,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,COUNTY,19,19,IA,IOWA,10,NORTHWEST,141.0,141,O BRIEN,,,0,,,9000,UNITED STATES,"IOWA, NORTHWEST, O BRIEN",2022,ANNUAL,0,0,YEAR,,2023-02-24 15:00:00.000,"30,462,000",2.1
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,PRODUCTION,BU,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,COUNTY,19,19,IA,IOWA,10,NORTHWEST,141.0,141,O BRIEN,,,0,,,9000,UNITED STATES,"IOWA, NORTHWEST, O BRIEN",2021,ANNUAL,0,0,YEAR,,2023-02-24 15:00:00.000,"34,502,000",1.9
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,PRODUCTION,BU,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,COUNTY,19,19,IA,IOWA,10,NORTHWEST,143.0,143,OSCEOLA,,,0,,,9000,UNITED STATES,"IOWA, NORTHWEST, OSCEOLA",2022,ANNUAL,0,0,YEAR,,2023-02-24 15:00:00.000,"21,894,000",1.9
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,PRODUCTION,BU,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,COUNTY,19,19,IA,IOWA,10,NORTHWEST,143.0,143,OSCEOLA,,,0,,,9000,UNITED STATES,"IOWA, NORTHWEST, OSCEOLA",2021,ANNUAL,0,0,YEAR,,2023-02-24 15:00:00.000,"23,691,000",1.6
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,PRODUCTION,BU,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,COUNTY,19,19,IA,IOWA,10,NORTHWEST,147.0,147,PALO ALTO,,,0,,,9000,UNITED STATES,"IOWA, NORTHWEST, PALO ALTO",2022,ANNUAL,0,0,YEAR,,2023-02-24 15:00:00.000,"31,893,000",3.6
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,PRODUCTION,BU,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,COUNTY,19,19,IA,IOWA,10,NORTHWEST,147.0,147,PALO ALTO,,,0,,,9000,UNITED STATES,"IOWA, NORTHWEST, PALO ALTO",2021,ANNUAL,0,0,YEAR,,2023-02-24 15:00:00.000,"29,104,000",2.4
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,PRODUCTION,BU,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,COUNTY,19,19,IA,IOWA,10,NORTHWEST,149.0,149,PLYMOUTH,,,0,,,9000,UNITED STATES,"IOWA, NORTHWEST, PLYMOUTH",2022,ANNUAL,0,0,YEAR,,2023-02-24 15:00:00.000,"35,477,000",4.5
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,PRODUCTION,BU,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,COUNTY,19,19,IA,IOWA,10,NORTHWEST,149.0,149,PLYMOUTH,,,0,,,9000,UNITED STATES,"IOWA, NORTHWEST, PLYMOUTH",2021,ANNUAL,0,0,YEAR,,2023-02-24 15:00:00.000,"41,903,000",3.5
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,PRODUCTION,BU,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,COUNTY,19,19,IA,IOWA,10,NORTHWEST,151.0,151,POCAHONTAS,,,0,,,9000,UNITED STATES,"IOWA, NORTHWEST, POCAHONTAS",2022,ANNUAL,0,0,YEAR,,2023-02-24 15:00:00.000,"34,227,000",1.4
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,PRODUCTION,BU,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,COUNTY,19,19,IA,IOWA,10,NORTHWEST,151.0,151,POCAHONTAS,,,0,,,9000,UNITED STATES,"IOWA, NORTHWEST, POCAHONTAS",2021,ANNUAL,0,0,YEAR,,2023-02-24 15:00:00.000,"36,834,000",1.4
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,PRODUCTION,BU,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,COUNTY,19,19,IA,IOWA,10,NORTHWEST,167.0,167,SIOUX,,,0,,,9000,UNITED STATES,"IOWA, NORTHWEST, SIOUX",2022,ANNUAL,0,0,YEAR,,2023-02-24 15:00:00.000,"31,012,000",2.0
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,PRODUCTION,BU,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,COUNTY,19,19,IA,IOWA,10,NORTHWEST,167.0,167,SIOUX,,,0,,,9000,UNITED STATES,"IOWA, NORTHWEST, SIOUX",2021,ANNUAL,0,0,YEAR,,2023-02-24 15:00:00.000,"46,657,000",2.1
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,PRODUCTION,BU,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,COUNTY,19,19,IA,IOWA,20,NORTH CENTRAL,23.0,23,BUTLER,,,0,,,9000,UNITED STATES,"IOWA, NORTH CENTRAL, BUTLER",2022,ANNUAL,0,0,YEAR,,2023-02-24 15:00:00.000,"33,517,000",1.6
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,PRODUCTION,BU,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,COUNTY,19,19,IA,IOWA,20,NORTH CENTRAL,23.0,23,BUTLER,,,0,,,9000,UNITED STATES,"IOWA, NORTH CENTRAL, BUTLER",2021,ANNUAL,0,0,YEAR,,2023-02-24 15:00:00.000,"32,802,000",3.1
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,PRODUCTION,BU,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,COUNTY,19,19,IA,IOWA,20,NORTH CENTRAL,33.0,33,CERRO GORDO,,,0,,,9000,UNITED STATES,"IOWA, NORTH CENTRAL, CERRO GORDO",2022,ANNUAL,0,0,YEAR,,2023-02-24 15:00:00.000,"34,834,000",2.1
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,PRODUCTION,BU,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,COUNTY,19,19,IA,IOWA,20,NORTH CENTRAL,33.0,33,CERRO GORDO,,,0,,,9000,UNITED STATES,"IOWA, NORTH CENTRAL, CERRO GORDO",2021,ANNUAL,0,0,YEAR,,2023-02-24 15:00:00.000,"31,700,000",3.1
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,PRODUCTION,BU,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,COUNTY,19,19,IA,IOWA,20,NORTH CENTRAL,67.0,67,FLOYD,,,0,,,9000,UNITED STATES,"IOWA, NORTH CENTRAL, FLOYD",2022,ANNUAL,0,0,YEAR,,2023-02-24 15:00:00.000,"28,153,000",2.6
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,PRODUCTION,BU,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,COUNTY,19,19,IA,IOWA,20,NORTH CENTRAL,67.0,67,FLOYD,,,0,,,9000,UNITED STATES,"IOWA, NORTH CENTRAL, FLOYD",2021,ANNUAL,0,0,YEAR,,2023-02-24 15:00:00.000,"28,207,000",1.7
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,PRODUCTION,BU,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,COUNTY,19,19,IA,IOWA,20,NORTH CENTRAL,69.0,69,FRANKLIN,,,0,,,9000,UNITED STATES,"IOWA, NORTH CENTRAL, FRANKLIN",2022,ANNUAL,0,0,YEAR,,2023-02-24 15:00:00.000,"41,049,000",2.5
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,PRODUCTION,BU,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,COUNTY,19,19,IA,IOWA,20,NORTH CENTRAL,69.0,69,FRANKLIN,,,0,,,9000,UNITED STATES,"IOWA, NORTH CENTRAL, FRANKLIN",2021,ANNUAL,0,0,YEAR,,2023-02-24 15:00:00.000,"37,294,000",2.0
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,PRODUCTION,BU,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,COUNTY,19,19,IA,IOWA,20,NORTH CENTRAL,81.0,81,HANCOCK,,,0,,,9000,UNITED STATES,"IOWA, NORTH CENTRAL, HANCOCK",2022,ANNUAL,0,0,YEAR,,2023-02-24 15:00:00.000,"35,680,000",2.8
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,PRODUCTION,BU,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,COUNTY,19,19,IA,IOWA,20,NORTH CENTRAL,81.0,81,HANCOCK,,,0,,,9000,UNITED STATES,"IOWA, NORTH CENTRAL, HANCOCK",2021,ANNUAL,0,0,YEAR,,2023-02-24 15:00:00.000,"38,247,000",1.5
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,PRODUCTION,BU,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,COUNTY,19,19,IA,IOWA,20,NORTH CENTRAL,91.0,91,HUMBOLDT,,,0,,,9000,UNITED STATES,"IOWA, NORTH CENTRAL, HUMBOLDT",2022,ANNUAL,0,0,YEAR,,2023-02-24 15:00:00.000,"24,750,000",2.8
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,PRODUCTION,BU,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,COUNTY,19,19,IA,IOWA,20,NORTH CENTRAL,91.0,91,HUMBOLDT,,,0,,,9000,UNITED STATES,"IOWA, NORTH CENTRAL, HUMBOLDT",2021,ANNUAL,0,0,YEAR,,2023-02-24 15:00:00.000,"25,901,000",2.0
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,PRODUCTION,BU,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,COUNTY,19,19,IA,IOWA,20,NORTH CENTRAL,109.0,109,KOSSUTH,,,0,,,9000,UNITED STATES,"IOWA, NORTH CENTRAL, KOSSUTH",2022,ANNUAL,0,0,YEAR,,2023-02-24 15:00:00.000,"57,104,000",4.0
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,PRODUCTION,BU,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,COUNTY,19,19,IA,IOWA,20,NORTH CENTRAL,109.0,109,KOSSUTH,,,0,,,9000,UNITED STATES,"IOWA, NORTH CENTRAL, KOSSUTH",2021,ANNUAL,0,0,YEAR,,2023-02-24 15:00:00.000,"57,117,000",5.9
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,PRODUCTION,BU,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,COUNTY,19,19,IA,IOWA,20,NORTH CENTRAL,131.0,131,MITCHELL,,,0,,,9000,UNITED STATES,"IOWA, NORTH CENTRAL, MITCHELL",2022,ANNUAL,0,0,YEAR,,2023-02-24 15:00:00.000,"30,506,000",1.3
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,PRODUCTION,BU,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,COUNTY,19,19,IA,IOWA,20,NORTH CENTRAL,131.0,131,MITCHELL,,,0,,,9000,UNITED STATES,"IOWA, NORTH CENTRAL, MITCHELL",2021,ANNUAL,0,0,YEAR,,2023-02-24 15:00:00.000,"29,174,000",2.6
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,PRODUCTION,BU,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,COUNTY,19,19,IA,IOWA,20,NORTH CENTRAL,189.0,189,WINNEBAGO,,,0,,,9000,UNITED STATES,"IOWA, NORTH CENTRAL, WINNEBAGO",2022,ANNUAL,0,0,YEAR,,2023-02-24 15:00:00.000,"24,741,000",1.8
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,PRODUCTION,BU,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,COUNTY,19,19,IA,IOWA,20,NORTH CENTRAL,189.0,189,WINNEBAGO,,,0,,,9000,UNITED STATES,"IOWA, NORTH CENTRAL, WINNEBAGO",2021,ANNUAL,0,0,YEAR,,2023-02-24 15:00:00.000,"22,764,000",1.6
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,PRODUCTION,BU,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,COUNTY,19,19,IA,IOWA,20,NORTH CENTRAL,195.0,195,WORTH,,,0,,,9000,UNITED STATES,"IOWA, NORTH CENTRAL, WORTH",2022,ANNUAL,0,0,YEAR,,2023-02-24 15:00:00.000,"24,343,000",2.9
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,PRODUCTION,BU,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,COUNTY,19,19,IA,IOWA,20,NORTH CENTRAL,195.0,195,WORTH,,,0,,,9000,UNITED STATES,"IOWA, NORTH CENTRAL, WORTH",2021,ANNUAL,0,0,YEAR,,2023-02-24 15:00:00.000,"21,964,000",2.6
SURVEY,CROPS,FIELD CROPS,CORN,ALL CLASSES,ALL PRODUCTION PRACTICES,GRAIN,PRODUCTION,BU,"CORN, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,COUNTY,19,19,IA,IOWA,20,NORTH CENTRAL,197.0,197,WRIGHT,,,0,,,9000,UNITED STATES,"IOWA, NORTH CENTRAL, WRIGHT",2022,ANNUAL,0,0,YEAR,,2023-02-24 15:00:00.000,"36,047,000",1.5
